name,league,age,height,position,erfolge,caps,goalsCap,follower,club,contractYear,country,appearances,nilnil_games,goals_conceded,minuted,price
Sascha Burchert,3,32,1.87,0,3,2,0,3813.0,1,0.536986301369863,1,6.0,0.0,16.0,540.0,0.6
Vanja Milinković-Savić,2,24,2.02,0,1,1,0,41188.0,1,2.5397260273972604,1,17.0,4.0,17.0,1.56,1.5
Oliver Christensen,3,22,1.9,0,0,14,0,7756.0,1,4.53972602739726,1,8.0,1.0,11.0,720.0,1.5
Ciprian Tatarusanu,2,35,1.98,0,5,73,0,739511.0,0,1.536986301369863,1,9.0,2.0,12.0,810.0,0.6
Daniel Fuzato,2,24,1.9,0,3,0,0,78354.0,1,1.536986301369863,2,0.0,0.0,0.0,0.0,0.8
Davide Marfella,2,22,1.82,0,0,0,0,507681.5,1,1.536986301369863,1,0.0,0.0,0.0,0.0,0.05
Tomas Koubek,3,29,1.97,0,1,11,0,28807.0,1,2.5397260273972604,1,0.0,0.0,0.0,0.0,1.5
Marco Molla,2,19,1.92,0,0,1,0,3240.0,1,0.536986301369863,1,0.0,0.0,0.0,0.0,0.075
Asmir Begovic,0,34,1.99,0,4,63,0,261027.0,1,0.536986301369863,1,3.0,0.0,6.0,300.0,1.2
Lasse Rieß,3,20,1.91,0,0,0,0,14682.0,1,0.536986301369863,1,15.0,8.0,15.0,1.313,0.1
Rob Elliot,0,35,1.9,0,0,4,0,161864.0,1,1.536986301369863,1,1.0,0.0,3.0,90.0,0.2
Grégoire Coudert,4,22,1.91,0,0,0,0,2341.0,1,0.536986301369863,1,0.0,0.0,0.0,0.0,0.2
Bartlomiej Dragowski,2,24,1.91,0,0,1,0,76733.0,1,1.536986301369863,1,5.0,2.0,6.0,377.0,14.0
José Sá,0,28,1.92,0,6,0,0,232479.0,1,4.53972602739726,1,15.0,5.0,13.0,1.35,7.5
Rubén Blanco,1,26,1.88,0,0,2,0,13921.0,1,1.536986301369863,1,1.0,1.0,0.0,90.0,5.0
Matthias Köbbing,5,24,1.96,0,0,3,0,5000.0,1,0.536986301369863,1,27.0,9.0,36.0,2.29,0.01
Tim Krul,0,33,1.93,0,2,15,0,44949.5,1,2.5397260273972604,1,15.0,3.0,31.0,1.35,2.5
Bernd Leno,0,29,1.9,0,5,9,0,969394.0,0,1.536986301369863,1,5.0,2.0,9.0,450.0,18.0
Walter Benítez,4,28,1.91,0,0,3,0,27696.0,1,1.536986301369863,2,17.0,6.0,15.0,1.53,10.0
Nicola Ravaglia,2,32,1.84,0,3,0,0,6373.0,1,2.5397260273972604,1,0.0,0.0,0.0,0.0,0.3
Alban Lafont,4,22,1.96,0,0,14,0,59579.0,1,2.5397260273972604,1,17.0,3.0,21.0,1.53,10.0
Jean-Louis Leca,4,36,1.8,0,0,0,0,29961.0,1,0.536986301369863,1,16.0,3.0,23.0,1.44,0.8
Lukasz Skorupski,2,30,1.87,0,0,5,0,28660.0,1,1.536986301369863,1,17.0,6.0,32.0,1.53,3.8
Sergio Rico,4,28,1.95,0,8,1,0,297510.0,0,2.5397260273972604,1,1.0,0.0,1.0,22.0,5.0
Pietro Terracciano,2,31,1.93,0,1,0,0,23085.0,1,1.536986301369863,1,13.0,3.0,16.0,1.15,0.8
Alex Cordaz,2,38,1.88,0,3,0,0,42097.0,0,0.536986301369863,1,0.0,0.0,0.0,0.0,0.5
Remi Matthews,0,27,1.92,0,1,0,0,10143.0,1,1.536986301369863,0,1.0,0.0,3.0,90.0,0.3
Alessio Cragno,2,27,1.84,0,2,2,0,80213.0,1,2.5397260273972604,1,15.0,0.0,27.0,1.35,17.0
Jacopo Furlan,2,28,1.89,0,1,0,0,7407.0,1,0.536986301369863,1,0.0,0.0,0.0,0.0,0.3
Nicolas Penneteau,4,40,1.85,0,0,0,0,12536.0,1,1.536986301369863,1,0.0,0.0,0.0,0.0,0.2
Michael Esser,3,34,1.98,0,0,0,0,12085.0,1,1.536986301369863,1,2.0,0.0,4.0,209.0,0.5
Stefan Drljaca,5,22,1.92,0,2,0,0,5000.0,1,0.536986301369863,1,8.0,4.0,6.0,720.0,0.25
Bono,1,30,1.92,0,1,35,0,751477.0,1,2.5397260273972604,3,18.0,9.0,12.0,1.62,18.0
Dominik Greif,1,24,1.97,0,5,4,0,8445.0,1,4.53972602739726,1,2.0,1.0,3.0,210.0,2.0
Harry Lewis,0,23,1.91,0,0,1,0,70056.0,1,0.536986301369863,0,3.0,1.0,3.0,211.0,0.2
Nahue Noll,3,18,1.88,0,0,1,0,36571.0,1,3.5397260273972604,1,15.0,2.0,27.0,1.35,0.2
Freddie Woodman,0,24,1.88,0,2,6,0,74188.0,1,1.536986301369863,0,5.0,1.0,12.0,450.0,10.0
Iñaki Peña,1,22,1.84,0,2,0,0,259839.0,0,1.536986301369863,1,9.0,4.0,8.0,810.0,3.0
Marko Dmitrovic,1,29,1.94,0,1,18,0,47093.0,1,3.5397260273972604,1,3.0,2.0,3.0,300.0,8.0
Kasper Schmeichel,0,35,1.89,0,4,78,0,1004344.0,1,1.536986301369863,1,21.0,2.0,35.0,1.89,6.0
Fernando Pacheco,1,29,1.85,0,2,8,0,19816.0,1,1.536986301369863,1,13.0,3.0,18.0,1.164,8.0
Eldin Jakupovic,0,37,1.91,0,2,1,0,9327.0,1,-0.46301369863013697,1,0.0,0.0,0.0,0.0,0.3
Luca Unbehaun,3,20,1.85,0,4,2,0,25319.0,0,0.536986301369863,1,10.0,2.0,14.0,900.0,1.5
Sergio Herrera,1,28,1.92,0,0,0,0,17631.0,1,1.536986301369863,1,15.0,6.0,17.0,1.35,6.0
David Martin,0,35,1.88,0,0,11,0,170709.0,1,0.536986301369863,0,410.0,140.0,483.0,36.494,0.25
Thomas Strakosha,2,26,1.93,0,6,18,0,157871.0,1,0.536986301369863,1,6.0,3.0,4.0,540.0,7.5
Thibaut Courtois,1,29,2.0,0,7,94,0,8108402.0,0,4.53972602739726,1,21.0,8.0,18.0,1.89,60.0
Federico Marchetti,2,38,1.88,0,2,11,0,27013.0,1,0.536986301369863,1,1.0,0.0,2.0,90.0,0.2
Daniel Bachmann,0,27,1.91,0,1,12,0,19529.0,1,2.5397260273972604,3,7.0,0.0,16.0,630.0,3.0
Rafal Gikiewicz,3,34,1.9,0,3,0,0,42964.0,1,1.536986301369863,1,16.0,3.0,29.0,1.47,1.5
Philipp Pentke,3,36,1.91,0,0,0,0,36571.0,1,0.536986301369863,1,2.0,0.0,5.0,210.0,0.3
Wuilker Fariñez,4,23,1.8,0,0,35,0,384508.0,1,2.5397260273972604,3,1.0,1.0,0.0,90.0,2.5
Etrit Berisha,2,32,1.94,0,2,69,0,56873.0,1,2.5397260273972604,1,0.0,0.0,0.0,0.0,1.0
Daniel Klein,3,20,1.92,0,0,2,0,34812.0,1,3.5397260273972604,1,6.0,3.0,6.0,473.0,0.2
Danny Ward,0,28,1.91,0,2,24,0,163916.0,1,3.5397260273972604,1,2.0,1.0,2.0,180.0,6.0
Álex Remiro,1,26,1.91,0,1,0,0,4.0,1,1.536986301369863,1,18.0,9.0,15.0,1.62,20.0
Zack Steffen,0,26,1.91,0,5,26,0,298909.0,0,3.5397260273972604,2,4.0,2.0,2.0,360.0,6.0
Andrea Consigli,2,34,1.89,0,1,0,0,44705.0,1,2.5397260273972604,1,16.0,2.0,25.0,1.44,3.0
Philipp Tschauner,3,36,1.96,0,0,1,0,136389.5,1,0.536986301369863,1,0.0,0.0,0.0,0.0,0.3
Mattia Perin,2,29,1.88,0,6,2,0,2638250.0,0,0.536986301369863,1,3.0,1.0,4.0,270.0,5.0
Charly Jan,4,22,1.86,0,0,0,0,4276.0,1,0.536986301369863,1,9.0,2.0,9.0,810.0,0.15
Florian Müller,3,24,1.9,0,0,3,0,24320.0,1,3.5397260273972604,1,10.0,1.0,18.0,900.0,8.0
Alex Meret,2,24,1.9,0,3,2,0,347862.0,1,1.536986301369863,1,7.0,2.0,7.0,630.0,18.0
Jonas Urbig,5,18,1.89,0,1,6,0,5000.0,1,2.5397260273972604,1,13.0,2.0,23.0,1.17,0.2
Pépé Bonet,4,18,1.93,0,0,0,0,8668.0,1,0.536986301369863,3,0.0,0.0,0.0,0.0,0.5
Orestis Karnezis,4,36,1.9,0,3,49,0,86040.5,1,1.536986301369863,1,214.0,66.0,269.0,19.055,0.5
Razvan Sava,2,19,1.95,0,0,1,0,61978.0,1,1.536986301369863,1,43.0,7.0,70.0,3.823,0.1
Ryan Bouallak,4,22,1.9,0,0,0,0,10140.0,1,0.536986301369863,1,1.0,1.0,0.0,10.0,0.2
João Costa,1,25,1.86,0,1,3,0,38065.0,1,0.536986301369863,1,110.0,37.0,114.0,9.919,0.2
Valentino Lesieur,4,18,1.95,0,0,2,0,2335.0,1,2.5397260273972604,1,0.0,0.0,0.0,0.0,0.3
Philipp Schulze,3,18,1.9,0,0,1,0,1961.0,1,1.536986301369863,1,13.0,1.0,23.0,1.2,0.2
Lukas Hradecky,3,32,1.92,0,6,74,0,89996.0,1,1.536986301369863,1,21.0,7.0,25.0,1.89,6.0
Andrey Lunev,3,30,1.9,0,4,7,0,14185.0,1,1.536986301369863,1,0.0,0.0,0.0,0.0,5.0
Benjamin Lecomte,1,30,1.86,0,0,0,0,89092.0,0,0.536986301369863,1,0.0,0.0,0.0,0.0,9.0
Antonio Rosati,2,38,1.95,0,3,0,0,110548.5,1,0.536986301369863,1,0.0,0.0,0.0,0.0,0.1
Predrag Rajkovic,4,26,1.92,0,6,26,0,129001.0,1,1.536986301369863,1,17.0,5.0,21.0,1.53,9.0
Alex McCarthy,0,32,1.93,0,0,1,0,30136.0,1,0.536986301369863,0,15.0,5.0,21.0,1.35,5.0
Stefan Bajic,4,19,1.88,0,0,0,0,12061.0,1,0.536986301369863,1,5.0,0.0,11.0,373.0,1.0
Marco Bizot,4,30,1.93,0,1,1,0,32183.0,1,2.5397260273972604,1,17.0,3.0,23.0,1.53,5.0
Nick Pope,0,29,1.98,0,0,7,0,75154.0,1,1.536986301369863,0,16.0,2.0,23.0,1.44,15.0
Eiji Kawashima,4,38,1.85,0,2,93,0,128844.0,1,1.536986301369863,3,0.0,0.0,0.0,0.0,0.35
Petar Zovko,2,19,1.92,0,0,1,0,8112.0,1,2.5397260273972604,1,3.0,0.0,4.0,270.0,0.075
Kjell Scherpen,0,21,2.04,0,3,12,0,54044.0,1,0.536986301369863,1,5.0,1.0,6.0,450.0,2.8
Sergio Asenjo,1,32,1.89,0,5,1,0,173678.0,1,0.536986301369863,1,4.0,1.0,5.0,390.0,9.0
Yann Sommer,3,32,1.83,0,8,72,0,544482.0,1,1.536986301369863,1,16.0,4.0,24.0,1.44,6.0
Timo Horn,3,28,1.92,0,2,4,0,50366.0,1,1.536986301369863,1,12.0,0.0,21.0,1.08,4.0
Jeroen Zoet,2,30,1.89,0,5,11,0,55588.0,1,0.536986301369863,1,8.0,0.0,20.0,720.0,2.0
Dogan Alemdar,4,19,1.89,0,0,3,0,21839.0,1,4.53972602739726,1,1.0,0.0,3.0,90.0,3.5
Dani Cárdenas,1,24,1.86,0,0,0,0,20631.0,1,0.536986301369863,1,7.0,2.0,9.0,630.0,0.7
Denis Petric,4,33,1.86,0,0,1,0,2696.0,1,0.536986301369863,1,2.0,2.0,0.0,180.0,0.25
Anthony Lopes,4,31,1.84,0,2,14,0,189588.0,1,1.536986301369863,1,20.0,6.0,28.0,1.784,14.0
Andreas Luthe,3,34,1.95,0,0,0,0,21755.0,1,0.536986301369863,1,20.0,7.0,28.0,1.8,0.9
Matías Dituro,1,34,1.91,0,3,0,0,87345.0,1,0.536986301369863,2,28.0,9.0,32.0,2.52,1.0
Roman Bürki,3,31,1.87,0,4,9,0,690368.0,0,1.536986301369863,1,458.0,152.0,574.0,41.192,3.0
Claudio Bravo,1,38,1.84,0,8,139,0,8135328.0,1,0.536986301369863,2,10.0,2.0,15.0,882.0,1.0
Rémy Descamps,4,25,1.96,0,6,0,0,59110.0,1,2.5397260273972604,1,1.0,0.0,4.0,90.0,0.8
Tobias Sippel,3,33,1.83,0,2,0,0,47191.0,1,1.536986301369863,1,0.0,0.0,0.0,0.0,0.4
Edouard Mendy,0,29,1.95,0,2,16,0,1501642.0,0,3.5397260273972604,3,20.0,11.0,11.0,1.829,30.0
Marc-André ter Stegen,1,29,1.87,0,13,27,0,13127167.0,0,3.5397260273972604,1,18.0,6.0,20.0,1.62,55.0
Diego López,1,40,1.96,0,2,1,0,131742.0,1,0.536986301369863,1,16.0,6.0,15.0,1.44,0.5
Aitor Fernández,1,30,1.82,0,0,3,0,15584.0,1,1.536986301369863,1,10.0,2.0,19.0,897.0,6.0
Benoît Costil,4,34,1.88,0,2,1,0,173934.0,1,0.536986301369863,1,17.0,0.0,39.0,1.53,2.8
Manuel Neuer,3,35,1.93,0,20,108,0,11307132.0,0,1.536986301369863,1,21.0,7.0,24.0,1.89,18.0
Francesco Bardi,2,29,1.88,0,1,37,0,28660.0,1,0.536986301369863,1,0.0,0.0,0.0,0.0,0.7
Pau López,4,26,1.89,0,0,2,0,138202.0,1,0.536986301369863,1,17.0,9.0,16.0,1.53,10.0
Iván Arboleda,1,25,1.85,0,0,1,0,35154.0,1,0.536986301369863,2,11.0,6.0,8.0,990.0,2.0
Pierluigi Gollini,0,26,1.94,0,1,1,0,378020.0,0,0.536986301369863,1,8.0,2.0,9.0,720.0,15.0
Radoslaw Majecki,4,22,1.93,0,4,1,0,19918.0,1,2.5397260273972604,1,1.0,0.0,1.0,90.0,4.0
Dimitry Bertaud,4,23,1.8,0,0,0,0,8426.0,1,0.536986301369863,1,5.0,1.0,9.0,450.0,1.2
Paul Nardi,4,27,1.88,0,0,3,0,25862.0,1,1.536986301369863,1,17.0,3.0,26.0,1.53,3.0
Adrián,0,34,1.9,0,3,0,0,1914468.5,0,0.536986301369863,1,1.0,1.0,0.0,90.0,1.0
Adam Jakubech,4,24,1.88,0,0,1,0,86040.5,1,3.5397260273972604,1,0.0,0.0,0.0,0.0,0.6
Ederson,0,28,1.88,0,11,17,0,2341325.0,0,4.53972602739726,2,19.0,7.0,17.0,1.71,50.0
Andriy Lunin,1,22,1.91,0,1,6,0,526388.0,0,2.5397260273972604,1,0.0,0.0,0.0,0.0,3.0
Rui Silva,1,27,1.91,0,0,1,0,39394.0,1,4.53972602739726,1,12.0,4.0,12.0,1.008,12.0
Oliver Baumann,3,31,1.87,0,2,0,0,52250.0,1,1.536986301369863,1,14.0,5.0,20.0,1.26,5.0
Carlo Pinsoglio,2,31,1.94,0,10,9,0,908145.0,0,1.536986301369863,1,0.0,0.0,0.0,0.0,0.4
Rune Jarstein,3,37,1.92,0,2,72,0,21132.0,1,1.536986301369863,1,445.0,127.0,611.0,39.552,0.5
Diego Conde,1,23,1.88,0,0,0,0,8001.0,1,2.5397260273972604,1,0.0,0.0,0.0,0.0,0.3
Lee Grant,0,38,1.93,0,0,4,0,2889884.0,0,0.536986301369863,0,514.0,133.0,677.0,46.039,0.25
Simone Aresti,2,35,1.87,0,0,0,0,28251.0,1,0.536986301369863,1,0.0,0.0,0.0,0.0,0.1
Julian Pollersbeck,4,27,1.95,0,1,7,0,25833.0,1,2.5397260273972604,1,2.0,1.0,1.0,104.0,0.6
Etienne Green,4,21,1.91,0,0,1,0,21246.0,1,3.5397260273972604,0,14.0,1.0,26.0,1.154,8.0
Robin Zentner,3,27,1.95,0,0,1,0,5920.0,1,1.536986301369863,1,16.0,5.0,18.0,1.5,5.0
Gauthier Gallon,4,28,1.86,0,0,0,0,6740.0,1,2.5397260273972604,1,17.0,3.0,25.0,1.53,1.5
Romain Salin,4,37,1.89,0,3,0,0,11958.0,1,0.536986301369863,1,3.0,1.0,4.0,270.0,0.5
Gerónimo Rulli,1,29,1.89,0,1,2,0,225394.0,1,2.5397260273972604,2,18.0,7.0,20.0,1.62,4.0
Lorenzo Andrenacci,2,26,1.88,0,1,0,0,25483.0,1,2.5397260273972604,1,0.0,0.0,0.0,0.0,0.15
Vincenzo Fiorillo,2,31,1.9,0,2,3,0,14128.0,1,3.5397260273972604,1,0.0,0.0,0.0,0.0,0.3
Ivo Grbic,4,25,1.95,0,1,2,0,39594.0,1,0.536986301369863,1,20.0,4.0,20.0,1.8,3.5
Diant Ramaj,3,20,1.89,0,0,3,0,55096.0,1,2.5397260273972604,1,0.0,0.0,0.0,0.0,0.25
Lukasz Fabianski,0,36,1.9,0,3,57,0,506803.0,1,0.536986301369863,1,16.0,4.0,19.0,1.44,1.5
Dean Henderson,0,24,1.88,0,2,1,0,832306.0,0,3.5397260273972604,0,3.0,0.0,5.0,270.0,22.0
Matis Carvalho,4,22,1.87,0,0,0,0,2204.0,1,0.536986301369863,1,6.0,1.0,8.0,540.0,0.2
Jakob Busk,3,28,1.89,0,2,17,0,7182.0,1,0.536986301369863,1,0.0,0.0,0.0,0.0,0.25
Manuel Riemann,3,33,1.86,0,1,0,0,12085.0,1,1.536986301369863,1,15.0,6.0,21.0,1.291,0.8
Alfred Gomis,4,28,1.96,0,0,13,0,85758.0,1,3.5397260273972604,3,21.0,9.0,18.0,1.89,7.0
Jed Steer,0,29,1.83,0,0,2,0,144826.0,1,1.536986301369863,0,3.0,1.0,4.0,270.0,0.8
Bingourou Kamara,4,25,1.96,0,1,2,0,20143.0,1,1.536986301369863,3,124.0,30.0,168.0,11.185,0.8
Jeremías Ledesma,1,28,1.86,0,0,1,0,52069.0,1,3.5397260273972604,2,16.0,3.0,30.0,1.44,6.0
Juan Pérez,1,25,1.91,0,0,0,0,18694.0,1,2.5397260273972604,1,1.0,0.0,2.0,90.0,0.6
Niki Mäenpää,2,36,1.91,0,0,27,0,5415.0,1,1.536986301369863,1,6.0,0.0,9.0,494.0,0.2
Joel Robles,1,31,1.97,0,4,1,0,113077.0,1,0.536986301369863,1,1.0,1.0,0.0,90.0,4.0
Pietro Boer,2,19,1.93,0,0,0,0,234721.5,1,2.5397260273972604,1,1.0,0.0,1.0,90.0,0.15
Finn Dahmen,3,23,1.86,0,1,8,0,12934.0,1,1.536986301369863,1,0.0,0.0,0.0,0.0,2.0
Kristoffer Klaesson,0,21,1.89,0,0,10,0,8917.0,1,3.5397260273972604,1,29.0,3.0,58.0,2.61,2.0
Lorenzo Montipò,2,25,1.91,0,2,1,0,18736.0,1,0.536986301369863,1,15.0,2.0,25.0,1.35,3.5
Wojciech Szczesny,2,31,1.96,0,10,62,0,2922430.0,0,2.5397260273972604,1,18.0,8.0,18.0,1.62,15.0
Marco Sportiello,2,29,1.92,0,0,0,0,200352.5,1,0.536986301369863,1,1.0,0.0,2.0,90.0,2.0
Illan Meslier,0,21,1.97,0,0,4,0,93194.0,1,4.53972602739726,1,18.0,5.0,24.0,1.65,20.0
Niklas Klinger,3,26,1.87,0,0,0,0,40782.0,1,1.536986301369863,1,0.0,0.0,0.0,0.0,0.1
Aaron Ramsdale,0,23,1.91,0,1,1,0,407180.0,0,3.5397260273972604,0,15.0,8.0,14.0,1.35,20.0
Guido Guerrieri,2,25,1.84,0,7,0,0,16650.0,1,0.536986301369863,1,0.0,0.0,0.0,0.0,0.1
David Oberhauser,4,31,1.87,0,0,0,0,9993.0,1,1.536986301369863,1,6.0,3.0,5.0,540.0,0.4
Pepe Reina,2,39,1.88,0,6,38,0,452755.0,1,0.536986301369863,1,15.0,2.0,29.0,1.35,0.8
